Name,Tier,Num Types,Type 1,Type 2,Num Abilities,Ability 1,Ability 2,Ability 3,Has Negative Ability,HP,Attack,Defense,Special Attack,Special Defense,Speed,Base Stat Total,Next Evolution(s),Evolutionary Stage,Num Evolutionary Stages,Evolutionary Progress,Is Mega Evolution,Is Alternate Form,Num Moves,Moves,Defensive Boost Moves,Offensive Boost Moves,Max Defensive Boost Amount,Max Offensive Boost Amount,Recovery Moves,Priority STAB Attacks,Entry Hazards,Hazard Clearing Moves,Phazing Moves,Switch Attacks,High Prob Side FX Attacks,Constant Damage Attacks,Trapping Moves
Machop,LC,1,Fighting,,3,Guts,No Guard,Steadfast,0,70,80,50,35,35,35,305,['Machoke'],1,3,0.3333333333333333,0,0,94,"{'Toxic', 'Power Trick', 'Detect', 'Dig', 'Heavy Slam', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Helping Hand', 'Strength', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Metronome', 'Confide', 'Payback', 'Captivate', 'Mega Kick', 'Retaliate', 'Incinerate', 'Superpower', 'Work Up', 'Hidden Power', 'Fissure', 'Cross Chop', 'Light Screen', 'Bide', 'Rock Slide', 'Rolling Kick', 'Frustration', 'Mega Punch', 'Brick Break', 'Wake-Up Slap', 'Vital Throw', 'Rain Dance', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Smelling Salts', 'Bulldoze', 'Take Down', 'Tickle', 'Swagger', 'Revenge', 'Rock Climb', 'Rock Smash', 'Karate Chop', 'Fire Blast', 'Protect', 'Attract', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Knock Off', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Scary Face', 'Fire Punch', 'Submission', 'Focus Blast', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Foresight', 'Substitute', 'Sunny Day', 'Secret Power', 'Counter', 'Meditate', 'Rage', 'Vacuum Wave', 'Close Combat', 'Smack Down', 'Thunder Punch', 'Round', 'Mimic', 'Seismic Toss', 'Focus Energy', 'Poison Jab', 'Quick Guard', 'Low Kick', 'Role Play', 'Encore', 'Ice Punch', 'Skull Bash', 'Bullet Punch', 'Snore'}",{'Bulk Up'},"{'Bulk Up', 'Work Up'}",1,2,set(),{'Vacuum Wave'},set(),set(),set(),set(),"{'Headbutt', 'Rock Slide', 'Rolling Kick', 'Body Slam', 'Poison Jab'}",{'Seismic Toss'},set()
Magby,LC,1,Fire,,2,Flame Body,Vital Spirit,,0,45,75,37,70,55,83,365,['Magmar'],1,3,0.3333333333333333,0,0,73,"{'Karate Chop', 'Toxic', 'Screech', 'Flame Charge', 'Iron Tail', 'Mimic', 'Detect', 'Fire Blast', 'Seismic Toss', 'Dynamic Punch', 'Focus Energy', 'Body Slam', 'Frustration', 'Mega Punch', 'Fire Spin', 'Return', 'Confuse Ray', 'Brick Break', 'Power Swap', 'Barrier', 'Protect', 'Helping Hand', 'Flame Burst', 'Attract', 'Psychic', 'Mach Punch', 'Belly Drum', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Uproar', 'Power-Up Punch', 'Mud-Slap', 'Flamethrower', 'Endure', 'Rest', 'Natural Gift', 'Lava Plume', 'Fire Punch', 'Feint Attack', 'Flare Blitz', 'Smog', 'Focus Punch', 'Facade', 'Clear Smog', 'Headbutt', 'Dual Chop', 'Sleep Talk', 'Fling', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Captivate', 'Belch', 'Counter', 'Mega Kick', 'Ember', 'Covet', 'Swagger', 'Heat Wave', 'Overheat', 'Will-O-Wisp', 'Incinerate', 'Hidden Power', 'Smokescreen', 'Cross Chop', 'Thunder Punch', 'Snore', 'Rock Smash', 'Round'}",{'Barrier'},{'Belly Drum'},2,6,set(),set(),set(),set(),set(),set(),"{'Body Slam', 'Lava Plume', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Magcargo,PU,2,Fire,Rock,3,Flame Body,Magma Armor,Weak Armor,0,60,50,120,90,80,30,430,[],2,2,1.0,0,0,79,"{'Toxic', 'Body Slam', 'Return', 'Strength', 'Giga Impact', 'Facade', 'Confide', 'Captivate', 'Ember', 'Overheat', 'Incinerate', 'Hidden Power', 'Guard Swap', 'Pain Split', 'Memento', 'Acid Armor', 'Light Screen', 'Rock Slide', 'Flame Charge', 'Rollout', 'Stealth Rock', 'Rock Polish', 'Frustration', 'After You', 'Earthquake', 'Natural Gift', 'Flamethrower', 'Recover', 'Bulldoze', 'Swagger', 'Smokescreen', 'Rock Smash', 'Inferno', 'Fire Blast', 'Stone Edge', 'Sandstorm', 'Solar Beam', 'Infestation', 'Protect', 'Attract', 'Defense Curl', 'Double-Edge', 'Curse', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Harden', 'Sleep Talk', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Explosion', 'Gyro Ball', 'Heat Wave', 'Will-O-Wisp', 'Nature Power', 'Smack Down', 'Round', 'Self-Destruct', 'Mimic', 'Shell Smash', 'Flame Burst', 'Reflect', 'Stockpile', 'Earth Power', 'Ancient Power', 'Lava Plume', 'Smog', 'Clear Smog', 'Amnesia', 'Hyper Beam', 'Iron Defense', 'Spit Up', 'Yawn', 'Rock Throw', 'Snore', 'Swallow'}","{'Amnesia', 'Iron Defense', 'Acid Armor', 'Stockpile'}","{'Shell Smash', 'Rock Polish'}",2,6,{'Recover'},set(),{'Stealth Rock'},set(),set(),set(),"{'Body Slam', 'Rock Slide', 'Lava Plume'}",set(),set()
Magearna,OU,2,Steel,Fairy,1,Soul-Heart,,,0,80,95,115,130,115,65,600,[],1,1,1.0,0,0,52,"{'Light Screen', 'Embargo', 'Shadow Ball', 'Synchronoise', 'Psybeam', 'Thunder Wave', 'Frustration', 'Return', 'Echoed Voice', 'Brick Break', 'Solar Beam', 'Charge Beam', 'Protect', 'Helping Hand', 'Grass Knot', 'Reflect', 'Defense Curl', 'Flash Cannon', 'Calm Mind', 'Mirror Shot', 'Fleur Cannon', 'Giga Impact', 'Focus Blast', 'False Swipe', 'Ice Beam', 'Aura Sphere', 'Thunderbolt', 'Confide', 'Double Team', 'Hyper Beam', 'Substitute', 'Aurora Beam', 'Volt Switch', 'Iron Defense', 'Explosion', 'Trick Room', 'Energy Ball', 'Dazzling Gleam', 'Iron Head', 'Swagger', 'Sonic Boom', 'Gyro Ball', 'Lucky Chant', 'Round', 'Trump Card', 'Mind Reader', 'Hidden Power', 'Heart Swap', 'Crafty Shield', 'Gear Up', 'Pain Split', 'Shift Gear'}","{'Iron Defense', 'Calm Mind'}","{'Calm Mind', 'Shift Gear'}",2,3,set(),set(),set(),set(),set(),{'Volt Switch'},{'Iron Head'},set(),set()
Magikarp,LC,1,Water,,2,Rattled,Swift Swim,,0,20,10,55,15,20,80,200,['Gyarados'],1,2,0.5,0,0,4,"{'Bounce', 'Flail', 'Splash', 'Tackle'}",set(),set(),0,0,set(),set(),set(),set(),set(),set(),set(),set(),set()
Magmar,No Tier,1,Fire,,2,Flame Body,Vital Spirit,,0,65,95,57,100,85,93,495,['Magmortar'],2,3,0.6666666666666666,0,0,88,"{'Toxic', 'Screech', 'Iron Tail', 'Detect', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Confuse Ray', 'Power Swap', 'Helping Hand', 'Psywave', 'Psychic', 'Strength', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Metronome', 'Confide', 'Captivate', 'Belch', 'Mega Kick', 'Ember', 'Overheat', 'Incinerate', 'Hidden Power', 'Cross Chop', 'Bide', 'Flame Charge', 'Frustration', 'Mega Punch', 'Brick Break', 'Mach Punch', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Flare Blitz', 'Teleport', 'Take Down', 'Swagger', 'Smokescreen', 'Rock Climb', 'Rock Smash', 'Karate Chop', 'Fire Blast', 'Fire Spin', 'Protect', 'Attract', 'Snore', 'Belly Drum', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Feint Attack', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Counter', 'Rage', 'Heat Wave', 'Will-O-Wisp', 'Thunder Punch', 'Round', 'Mimic', 'Seismic Toss', 'Focus Energy', 'Barrier', 'Low Kick', 'Flame Burst', 'Uproar', 'Lava Plume', 'Smog', 'Clear Smog', 'Hyper Beam', 'Covet', 'Skull Bash', 'Submission'}",{'Barrier'},{'Belly Drum'},2,6,set(),set(),set(),set(),set(),set(),"{'Body Slam', 'Lava Plume', 'Headbutt', 'Iron Tail'}",{'Seismic Toss'},set()
Magmortar,PUBL,1,Fire,,2,Flame Body,Vital Spirit,,0,75,95,67,125,95,83,540,[],3,3,1.0,0,0,80,"{'Toxic', 'Screech', 'Iron Tail', 'Dynamic Punch', 'Low Sweep', 'Return', 'Confuse Ray', 'Power Swap', 'Helping Hand', 'Psychic', 'Strength', 'Giga Impact', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Confide', 'Captivate', 'Belch', 'Ember', 'Torment', 'Overheat', 'Incinerate', 'Hidden Power', 'Cross Chop', 'Flame Charge', 'Rock Slide', 'Frustration', 'Mega Punch', 'Brick Break', 'Mach Punch', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Flare Blitz', 'Bulldoze', 'Thunderbolt', 'Swagger', 'Taunt', 'Smokescreen', 'Rock Climb', 'Rock Smash', 'Karate Chop', 'Fire Blast', 'Fire Spin', 'Solar Beam', 'Protect', 'Attract', 'Belly Drum', 'Thief', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Feint Attack', 'Focus Blast', 'Sleep Talk', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Heat Wave', 'Will-O-Wisp', 'Thunder Punch', 'Round', 'Focus Energy', 'Barrier', 'Low Kick', 'Flame Burst', 'Uproar', 'Lava Plume', 'Smog', 'Clear Smog', 'Hyper Beam', 'Covet', 'Snore'}",{'Barrier'},{'Belly Drum'},2,6,set(),set(),set(),set(),set(),set(),"{'Lava Plume', 'Headbutt', 'Rock Slide', 'Iron Tail'}",set(),set()
Magnemite,LC,2,Electric,Steel,3,Analytic,Magnet Pull,Sturdy,0,25,35,70,95,55,45,325,['Magneton'],1,3,0.3333333333333333,0,0,62,"{'Toxic', 'Light Screen', 'Bide', 'Screech', 'Wild Charge', 'Metal Sound', 'Magic Coat', 'Mimic', 'Rollout', 'Electro Ball', 'Discharge', 'Flash', 'Magnet Bomb', 'Recycle', 'Thunder Wave', 'Frustration', 'Return', 'Electroweb', 'Swift', 'Protect', 'Charge Beam', 'Reflect', 'Double-Edge', 'Gravity', 'Curse', 'Zap Cannon', 'Rain Dance', 'Spark', 'Flash Cannon', 'Signal Beam', 'Rest', 'Natural Gift', 'Endure', 'Mirror Shot', 'Facade', 'Supersonic', 'Sleep Talk', 'Teleport', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Take Down', 'Sunny Day', 'Volt Switch', 'Shock Wave', 'Iron Defense', 'Explosion', 'Tackle', 'Rage', 'Thunder Shock', 'Lock-On', 'Swagger', 'Sonic Boom', 'Gyro Ball', 'Magnet Rise', 'Thunder', 'Hidden Power', 'Snore', 'Psych Up', 'Round'}",{'Iron Defense'},set(),2,0,set(),set(),set(),set(),set(),{'Volt Switch'},{'Discharge'},set(),set()
Magneton,UU,2,Electric,Steel,3,Analytic,Magnet Pull,Sturdy,0,50,60,95,120,70,70,465,['Magnezone'],2,3,0.6666666666666666,0,0,66,"{'Toxic', 'Light Screen', 'Bide', 'Screech', 'Wild Charge', 'Metal Sound', 'Magic Coat', 'Mimic', 'Rollout', 'Electro Ball', 'Discharge', 'Flash', 'Magnet Bomb', 'Recycle', 'Thunder Wave', 'Frustration', 'Return', 'Electroweb', 'Swift', 'Protect', 'Charge Beam', 'Reflect', 'Double-Edge', 'Gravity', 'Curse', 'Zap Cannon', 'Rain Dance', 'Spark', 'Flash Cannon', 'Signal Beam', 'Rest', 'Natural Gift', 'Endure', 'Mirror Shot', 'Giga Impact', 'Facade', 'Supersonic', 'Sleep Talk', 'Teleport', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Take Down', 'Sunny Day', 'Hyper Beam', 'Volt Switch', 'Shock Wave', 'Iron Defense', 'Explosion', 'Tackle', 'Rage', 'Thunder Shock', 'Lock-On', 'Tri Attack', 'Swagger', 'Sonic Boom', 'Gyro Ball', 'Magnet Rise', 'Thunder', 'Electric Terrain', 'Hidden Power', 'Snore', 'Psych Up', 'Round'}",{'Iron Defense'},set(),2,0,set(),set(),set(),set(),set(),{'Volt Switch'},{'Discharge'},set(),set()
Magnezone,OU,2,Electric,Steel,3,Analytic,Magnet Pull,Sturdy,0,70,70,115,130,90,60,535,[],3,3,1.0,0,0,63,"{'Toxic', 'Light Screen', 'Screech', 'Wild Charge', 'Metal Sound', 'Magic Coat', 'Rollout', 'Electro Ball', 'Discharge', 'Flash', 'Magnet Bomb', 'Recycle', 'Thunder Wave', 'Frustration', 'Return', 'Mirror Coat', 'Electroweb', 'Barrier', 'Swift', 'Protect', 'Magnetic Flux', 'Snore', 'Charge Beam', 'Reflect', 'Gravity', 'Zap Cannon', 'Rain Dance', 'Spark', 'Flash Cannon', 'Signal Beam', 'Rest', 'Natural Gift', 'Endure', 'Mirror Shot', 'Giga Impact', 'Facade', 'Supersonic', 'Sleep Talk', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Volt Switch', 'Shock Wave', 'Iron Defense', 'Explosion', 'Tackle', 'Thunder Shock', 'Lock-On', 'Tri Attack', 'Swagger', 'Sonic Boom', 'Gyro Ball', 'Magnet Rise', 'Thunder', 'Electric Terrain', 'Hidden Power', 'Iron Head', 'Psych Up', 'Round'}","{'Iron Defense', 'Barrier'}",set(),2,0,set(),set(),set(),set(),set(),{'Volt Switch'},"{'Discharge', 'Iron Head'}",set(),set()
Makuhita,LC,1,Fighting,,3,Guts,Sheer Force,Thick Fat,0,72,60,30,20,30,25,237,['Hariyama'],1,2,0.5,0,0,85,"{'Toxic', 'Detect', 'Dig', 'Heavy Slam', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Helping Hand', 'Strength', 'Whirlpool', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Metronome', 'Confide', 'Captivate', 'Mega Kick', 'Surf', 'Arm Thrust', 'Force Palm', 'Retaliate', 'Superpower', 'Work Up', 'Hidden Power', 'Cross Chop', 'Reversal', 'Rock Slide', 'Frustration', 'Mega Punch', 'Brick Break', 'Wake-Up Slap', 'Vital Throw', 'Rain Dance', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Smelling Salts', 'Bulldoze', 'Swagger', 'Revenge', 'Rock Climb', 'Rock Smash', 'Chip Away', 'Protect', 'Attract', 'Belly Drum', 'Double-Edge', 'Knock Off', 'Rock Tomb', 'Whirlwind', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Feint Attack', 'Focus Blast', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Foresight', 'Substitute', 'Sunny Day', 'Secret Power', 'Counter', 'Tackle', 'Vacuum Wave', 'Wide Guard', 'Close Combat', 'Smack Down', 'Thunder Punch', 'Round', 'Mimic', 'Seismic Toss', 'Focus Energy', 'Poison Jab', 'Low Kick', 'Feint', 'Sand Attack', 'Role Play', 'Ice Punch', 'Fake Out', 'Bullet Punch', 'Snore'}",{'Bulk Up'},"{'Bulk Up', 'Belly Drum', 'Work Up'}",1,6,set(),{'Vacuum Wave'},set(),set(),{'Whirlwind'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Poison Jab'}",{'Seismic Toss'},set()
Malamar,NU,2,Dark,Psychic,3,Contrary,Infiltrator,Suction Cups,0,86,92,88,68,75,73,482,[],2,2,1.0,0,0,70,"{'Toxic', 'Light Screen', 'Reversal', 'Simple Beam', 'Hypnosis', 'Embargo', 'Switcheroo', 'Rock Slide', 'Flash', 'Psybeam', 'Flatter', 'Frustration', 'Return', 'Camouflage', 'Protect', 'Attract', 'Psywave', 'Reflect', 'Cut', 'Psychic', 'Thief', 'Power Split', 'Topsy-Turvy', 'Knock Off', 'Role Play', 'Signal Beam', 'Block', 'Spite', 'Psyshock', 'Calm Mind', 'Rain Dance', 'Flamethrower', 'Rest', 'Giga Impact', 'Fling', 'Facade', 'Aerial Ace', 'Sleep Talk', 'Thunderbolt', 'Slash', 'Brutal Swing', 'Double Team', 'Secret Power', 'Sunny Day', 'Night Slash', 'Payback', 'Peck', 'Hyper Beam', 'Substitute', 'Confide', 'Trick Room', 'Dark Pulse', 'Tackle', 'Swagger', 'Destiny Bond', 'Foul Play', 'Torment', 'Retaliate', 'Taunt', 'Superpower', 'Snatch', 'Hidden Power', 'Guard Swap', 'Psycho Cut', 'Snore', 'Psych Up', 'Pluck', 'Constrict', 'Bind', 'Round'}",{'Calm Mind'},{'Calm Mind'},1,1,set(),set(),set(),set(),set(),set(),{'Rock Slide'},set(),{'Block'}
Mamoswine,OU,2,Ground,Ice,3,Oblivious,Snow Cloak,Thick Fat,0,110,130,80,70,60,80,530,[],3,3,1.0,0,0,76,"{'Toxic', 'Light Screen', 'Blizzard', 'Rock Smash', 'Powder Snow', 'Double Hit', 'Rock Slide', 'Dig', 'Hail', 'Stone Edge', 'Icicle Spear', 'Body Slam', 'Stealth Rock', 'Frustration', 'Return', 'Sandstorm', 'Flail', 'Protect', 'Attract', 'Snore', 'Reflect', 'Natural Gift', 'Double-Edge', 'Strength', 'Freeze-Dry', 'Curse', 'Earth Power', 'Mud Bomb', 'Knock Off', 'Mud Sport', 'Earthquake', 'Icicle Crash', 'Block', 'Mud-Slap', 'Rain Dance', 'Endure', 'Ancient Power', 'Scary Face', 'Rest', 'Giga Impact', 'Mist', 'Bulldoze', 'Fury Cutter', 'Facade', 'Headbutt', 'Sleep Talk', 'Thrash', 'Amnesia', 'Ice Beam', 'Confide', 'Icy Wind', 'Double Team', 'Take Down', 'Hyper Beam', 'Rock Tomb', 'Peck', 'Mud Shot', 'Secret Power', 'Captivate', 'Substitute', 'Tackle', 'Avalanche', 'Swagger', 'Fury Attack', 'Odor Sleuth', 'Roar', 'Round', 'Bite', 'Superpower', 'Hidden Power', 'Fissure', 'Rock Climb', 'Iron Head', 'Ice Shard', 'Ice Fang', 'Endeavor'}",{'Amnesia'},set(),2,0,set(),{'Ice Shard'},{'Stealth Rock'},set(),{'Roar'},set(),"{'Headbutt', 'Rock Slide', 'Body Slam', 'Icicle Crash', 'Iron Head'}",set(),{'Block'}
Manaphy,UUBL,1,Water,,1,Hydration,,,0,100,100,100,100,100,100,600,[],1,1,1.0,0,0,65,"{'Tail Glow', 'Toxic', 'Blizzard', 'Light Screen', 'Bubble Beam', 'Shadow Ball', 'Hail', 'Flash', 'Heal Bell', 'Frustration', 'Return', 'Aqua Ring', 'Swift', 'Protect', 'Helping Hand', 'Snore', 'Grass Knot', 'Reflect', 'Last Resort', 'Psychic', 'Whirlpool', 'Uproar', 'Rain Dance', 'Knock Off', 'Bubble', 'Signal Beam', 'Scald', 'Mud-Slap', 'Calm Mind', 'Ancient Power', 'Rest', 'Endure', 'Giga Impact', 'Natural Gift', 'Waterfall', 'Fling', 'Facade', 'Supersonic', 'Sleep Talk', 'Ice Beam', 'Brine', 'Confide', 'Icy Wind', 'Bounce', 'Dive', 'Hyper Beam', 'Double Team', 'Secret Power', 'Substitute', 'Safeguard', 'Water Pulse', 'Covet', 'Energy Ball', 'Surf', 'Dazzling Gleam', 'Charm', 'Swagger', 'Skill Swap', 'Water Sport', 'Hidden Power', 'U-turn', 'Heart Swap', 'Psych Up', 'Acid Armor', 'Round'}","{'Acid Armor', 'Calm Mind'}","{'Tail Glow', 'Calm Mind'}",2,3,set(),set(),set(),set(),set(),{'U-turn'},set(),set(),set()
Mandibuzz,RU,2,Dark,Flying,3,Big Pecks,Overcoat,Weak Armor,0,110,65,105,55,95,80,510,[],2,2,1.0,0,0,64,"{'Toxic', 'Rock Smash', 'Embargo', 'Sky Attack', 'Shadow Ball', 'Brave Bird', 'Flatter', 'Mean Look', 'Frustration', 'Steel Wing', 'Return', 'Fly', 'Roost', 'Protect', 'Attract', 'Tailwind', 'Thief', 'Mirror Move', 'Leer', 'Knock Off', 'Whirlwind', 'Rain Dance', 'Block', 'Rock Tomb', 'Rest', 'Cut', 'Scary Face', 'Giga Impact', 'Feint Attack', 'Facade', 'Sleep Talk', 'Aerial Ace', 'Confide', 'Double Team', 'Secret Power', 'Gust', 'Sunny Day', 'Hyper Beam', 'Payback', 'Substitute', 'Iron Defense', 'Dark Pulse', 'Swagger', 'Foul Play', 'Punishment', 'Nasty Plot', 'Fury Attack', 'Defog', 'Heat Wave', 'Torment', 'Snarl', 'Retaliate', 'Taunt', 'Incinerate', 'Air Slash', 'Snatch', 'Hidden Power', 'Bone Rush', 'Fake Tears', 'Snore', 'Psych Up', 'U-turn', 'Pluck', 'Round'}",{'Iron Defense'},{'Nasty Plot'},2,2,{'Roost'},set(),set(),{'Defog'},{'Whirlwind'},{'U-turn'},{'Air Slash'},set(),"{'Mean Look', 'Block'}"
Manectric,PU,1,Electric,,3,Lightning Rod,Minus,Static,0,70,75,60,105,60,105,475,[],2,2,1.0,0,0,66,"{'Toxic', 'Light Screen', 'Wild Charge', 'Switcheroo', 'Iron Tail', 'Mimic', 'Discharge', 'Electro Ball', 'Flash', 'Body Slam', 'Thunder Wave', 'Frustration', 'Return', 'Charge', 'Thunder Fang', 'Swift', 'Protect', 'Flame Burst', 'Attract', 'Charge Beam', 'Strength', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Uproar', 'Spark', 'Fire Fang', 'Signal Beam', 'Rain Dance', 'Mud-Slap', 'Flamethrower', 'Endure', 'Rest', 'Natural Gift', 'Giga Impact', 'Facade', 'Headbutt', 'Sleep Talk', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Howl', 'Substitute', 'Hyper Beam', 'Captivate', 'Quick Attack', 'Shock Wave', 'Volt Switch', 'Tackle', 'Crunch', 'Swagger', 'Magnet Rise', 'Overheat', 'Odor Sleuth', 'Thunder', 'Snarl', 'Electric Terrain', 'Roar', 'Eerie Impulse', 'Bite', 'Hidden Power', 'Snore', 'Ice Fang', 'Round'}",set(),set(),0,0,set(),set(),set(),set(),{'Roar'},{'Volt Switch'},"{'Discharge', 'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Manectric-Mega,UU,1,Electric,,1,Intimidate,,,0,70,75,80,135,80,135,575,[],2,2,1.0,1,0,66,"{'Toxic', 'Light Screen', 'Wild Charge', 'Switcheroo', 'Iron Tail', 'Mimic', 'Discharge', 'Electro Ball', 'Flash', 'Body Slam', 'Thunder Wave', 'Frustration', 'Return', 'Charge', 'Thunder Fang', 'Swift', 'Protect', 'Flame Burst', 'Attract', 'Charge Beam', 'Strength', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Uproar', 'Spark', 'Fire Fang', 'Signal Beam', 'Rain Dance', 'Mud-Slap', 'Flamethrower', 'Endure', 'Rest', 'Natural Gift', 'Giga Impact', 'Facade', 'Headbutt', 'Sleep Talk', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Howl', 'Substitute', 'Hyper Beam', 'Captivate', 'Quick Attack', 'Shock Wave', 'Volt Switch', 'Tackle', 'Crunch', 'Swagger', 'Magnet Rise', 'Overheat', 'Odor Sleuth', 'Thunder', 'Snarl', 'Electric Terrain', 'Roar', 'Eerie Impulse', 'Bite', 'Hidden Power', 'Snore', 'Ice Fang', 'Round'}",set(),set(),0,0,set(),set(),set(),set(),{'Roar'},{'Volt Switch'},"{'Discharge', 'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Mankey,LC,1,Fighting,,3,Anger Point,Defiant,Vital Spirit,0,40,80,35,35,45,70,305,['Primeape'],1,2,0.5,0,0,111,"{'Toxic', 'Beat Up', 'Screech', 'Iron Tail', 'Detect', 'Fury Swipes', 'Dig', 'Dynamic Punch', 'Low Sweep', 'Body Slam', 'Return', 'Power Trip', 'Seed Bomb', 'Helping Hand', 'Strength', 'Fling', 'Focus Punch', 'Facade', 'Headbutt', 'Dual Chop', 'Metronome', 'Aerial Ace', 'Confide', 'Payback', 'Captivate', 'Mega Kick', 'Overheat', 'Retaliate', 'Work Up', 'Assurance', 'Hidden Power', 'Cross Chop', 'U-turn', 'Endeavor', 'Bide', 'Reversal', 'Rock Slide', 'Outrage', 'Frustration', 'Mega Punch', 'Pay Day', 'Brick Break', 'Scratch', 'Rain Dance', 'Earthquake', 'Power-Up Punch', 'Natural Gift', 'Smelling Salts', 'Bulldoze', 'Thrash', 'Thunderbolt', 'Take Down', 'Night Slash', 'Swagger', 'Taunt', 'Revenge', 'Rock Climb', 'Rock Smash', 'Karate Chop', 'Protect', 'Attract', 'Snore', 'Defense Curl', 'Double-Edge', 'Curse', 'Thief', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Fire Punch', 'Focus Blast', 'Sleep Talk', 'Bulk Up', 'Double Team', 'Foresight', 'Substitute', 'Sunny Day', 'Secret Power', 'Counter', 'Meditate', 'Rage', 'Vacuum Wave', 'Stomping Tantrum', 'Punishment', 'Thunder', 'Close Combat', 'Smack Down', 'Thunder Punch', 'Acrobatics', 'Round', 'Final Gambit', 'Mimic', 'Seismic Toss', 'Focus Energy', 'Poison Jab', 'Swift', 'Low Kick', 'Spite', 'Uproar', 'Role Play', 'Pursuit', 'Encore', 'Ice Punch', 'Hone Claws', 'Covet', 'Skull Bash', 'Gunk Shot', 'Submission', 'Psych Up'}",{'Bulk Up'},"{'Bulk Up', 'Hone Claws', 'Work Up'}",1,2,set(),{'Vacuum Wave'},set(),set(),set(),{'U-turn'},"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Poison Jab', 'Gunk Shot'}",{'Seismic Toss'},set()
