Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s);Moves
Jigglypuff;['Normal', 'Fairy'];['Competitive', 'Cute Charm', 'Friend Guard'];;115;45;20;45;25;20;['Wigglytuff'];['Sing', 'Defense Curl', 'Pound', 'Play Nice', 'Disarming Voice', 'Disable', 'Defense Curl', 'Double Slap', 'Rollout', 'Double Slap', 'Round', 'Stockpile', 'Swallow', 'Spit Up', "Wake'Up Slap", 'Rollout', 'Double Slap', 'Rest', 'Body Slam', 'Gyro Ball', "Wake'Up Slap", 'Mimic', 'Gyro Ball', 'Hyper Voice', 'Disarming Voice', "Double'Edge", 'Charm', 'Sweet Kiss', 'Copycat', 'Captivate', 'Covet', 'Fake Tears', 'Feint Attack', 'Gravity', 'Heal Pulse', 'Last Resort', 'Misty Terrain', 'Perish Song', 'Present', 'Punishment', 'Sleep Talk', 'Wish', 'Body Slam', 'Bounce', 'Counter', 'Covet', 'Defense Curl', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endeavor', 'Endure', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Gravity', 'Headbutt', 'Heal Bell', 'Helping Hand', 'Hyper Voice', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Knock Off', 'Last Resort', 'Magic Coat', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Nightmare', 'Pain Split', 'Psych Up', 'Recycle', 'Role Play', 'Rollout', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Stealth Rock', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Water Pulse', 'Icy Wind', 'Uproar', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Reflect', 'Shock Wave', 'Flamethrower', 'Bide', 'Fire Blast', 'Facade', 'Secret Power', 'Defense Curl', 'Thunder Punch', 'Dream Eater', 'Detect', 'Skull Bash', 'Rest', 'Attract', 'Snatch', 'Round', 'Echoed Voice', 'Fire Punch', 'Fling', 'Charge Beam', 'Incinerate', 'Retaliate', 'Endure', 'Drain Punch', 'Recycle', 'Flash', 'Nightmare', 'Thunder Wave', 'Gyro Ball', 'Stealth Rock', 'Psych Up', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Wild Charge', 'Secret Power', "Power'Up Punch", 'Dazzling Gleam', 'Confide', 'Strength', 'Flash', 'Icy Wind']
Jirachi;['Psychic', 'Steel'];['Serene Grace'];OU;100;100;100;100;100;100;[];['Wish', 'Confusion', 'Rest', 'Swift', 'Helping Hand', 'Psychic', 'Refresh', 'Lucky Chant', 'Rest', 'Zen Headbutt', "Double'Edge", 'Gravity', 'Healing Wish', 'Future Sight', 'Cosmic Power', 'Last Resort', 'Doom Desire', 'Ancient Power', 'Body Slam', 'Defense Curl', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Gravity', 'Headbutt', 'Helping Hand', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Last Resort', 'Magic Coat', 'Magic Room', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Swagger', 'Swift', 'Thunder Punch', 'Thunder Wave', 'Trick', 'Uproar', 'Water Pulse', 'Zen Headbutt', 'Psyshock', 'Water Pulse', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Rain Dance', 'Telekinesis', 'Safeguard', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Reflect', 'Shock Wave', 'Sandstorm', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Round', 'Skill Swap', 'Energy Ball', 'Fling', 'Charge Beam', 'Endure', 'Drain Punch', 'Recycle', 'Giga Impact', 'Flash', 'Thunder Wave', 'Stealth Rock', 'Psych Up', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', "U'turn", 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', "Power'Up Punch", 'Dazzling Gleam', 'Confide']
Jolteon;['Electric'];['Quick Feet', 'Volt Absorb'];RU;65;65;60;110;95;130;[];['Helping Hand', 'Tackle', 'Sand Attack', 'Tail Whip', 'Tackle', 'Quick Attack', 'Thunder Shock', 'Thunder Shock', 'Helping Hand', 'Tackle', 'Tail Whip', 'Sand Attack', "Baby'Doll Eyes", 'Thunder Shock', 'Quick Attack', 'Thunder Shock', 'Tail Whip', 'Double Kick', 'Thunder Fang', 'Pin Missile', 'Thunder Fang', 'Agility', 'Thunder Wave', 'Double Kick', 'Agility', 'Pin Missile', 'Discharge', 'Last Resort', 'Thunder Wave', 'Agility', 'Thunder', 'Discharge', 'Covet', 'Growl', "Baby'Doll Eyes", 'Swift', 'Bite', 'Focus Energy', 'Swift', 'Refresh', 'Covet', 'Take Down', 'Charm', 'Baton Pass', 'Take Down', "Double'Edge", 'Trump Card', 'Captivate', 'Charm', 'Covet', 'Curse', 'Detect', 'Endure', 'Fake Tears', 'Flail', 'Natural Gift', 'Stored Power', 'Synchronoise', 'Tickle', 'Wish', 'Yawn', 'Body Slam', 'Covet', "Double'Edge", 'Endure', 'Headbutt', 'Heal Bell', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Last Resort', 'Magnet Rise', 'Mimic', "Mud'Slap", 'Shock Wave', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Thunder Wave', 'Thunderbolt', 'Headbutt', 'Curse', 'Work Up', 'Roar', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Zap Cannon', 'Hidden Power', 'Sunny Day', 'Snore', 'Hyper Beam', 'Rage', 'Light Screen', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Mimic', 'Return', 'Dig', 'Shadow Ball', "Mud'Slap", 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Reflect', 'Bide', 'Swift', 'Detect', 'Skull Bash', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Thunder Wave', 'Charge Beam', 'Retaliate', 'Endure', 'Giga Impact', 'Flash', 'Volt Switch', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Confide', 'Strength', 'Rock Smash']
Joltik;['Bug', 'Electric'];['Compound Eyes', 'Swarm', 'Unnerve'];LC;50;47;50;57;50;65;['Galvantula'];['String Shot', 'Absorb', 'Leech Life', 'Spider Web', 'Thunder Wave', 'Screech', 'Fury Cutter', 'Electroweb', 'Bug Bite', 'Gastro Acid', 'Slash', 'Electro Ball', 'Signal Beam', 'Agility', 'Sucker Punch', 'Discharge', 'Bug Buzz', 'Camouflage', 'Cross Poison', 'Disable', 'Feint Attack', 'Lunge', 'Pin Missile', 'Poison Sting', 'Pursuit', 'Rock Climb', 'Bounce', 'Bug Bite', 'Electroweb', 'Gastro Acid', 'Giga Drain', 'Magnet Rise', 'Shock Wave', 'Signal Beam', 'Sleep Talk', 'Snore', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Leech Life', 'Double Team', 'Facade', 'Rest', 'Attract', 'Thief', 'Round', 'Energy Ball', 'Charge Beam', 'Flash', 'Volt Switch', 'Thunder Wave', 'Struggle Bug', "X'Scissor", 'Infestation', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Confide', 'Cut']
Jumpluff;['Flying', 'Grass'];['Chlorophyll', 'Infiltrator', 'Leaf Guard'];PU;75;55;70;55;95;110;[];['Splash', 'Absorb', 'Synthesis', 'Tail Whip', 'Tackle', 'Synthesis', 'Synthesis', 'Tail Whip', 'Tackle', 'Fairy Wind', 'Poison Powder', 'Stun Spore', 'Sleep Powder', 'Bullet Seed', 'Leech Seed', 'Mega Drain', 'Acrobatics', 'Rage Powder', 'Cotton Spore', 'Mega Drain', "U'turn", 'Worry Seed', 'Giga Drain', 'Bounce', 'Memento', 'Amnesia', 'Aromatherapy', 'Confusion', 'Cotton Guard', "Double'Edge", 'Encore', 'Endure', 'Grassy Terrain', 'Growl', 'Helping Hand', 'Pay Day', 'Psych Up', 'Reflect', 'Seed Bomb', 'Strength Sap', 'Worry Seed', 'Bounce', 'Defense Curl', "Double'Edge", 'Endure', 'Giga Drain', 'Headbutt', 'Helping Hand', 'Mimic', 'Seed Bomb', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swords Dance', 'Synthesis', 'Worry Seed', 'Headbutt', 'Curse', 'Toxic', 'Bullet Seed', 'Hidden Power', 'Sunny Day', 'Sweet Scent', 'Snore', 'Hyper Beam', 'Protect', 'Giga Drain', 'Endure', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Reflect', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Acrobatics', 'Endure', 'Silver Wind', 'Giga Impact', 'Flash', 'Swords Dance', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Psych Up', 'Infestation', 'Grass Knot', 'Swagger', 'Sleep Talk', "U'turn", 'Substitute', 'Secret Power', 'Dazzling Gleam', 'Confide']
Jynx;['Ice', 'Psychic'];['Dry Skin', 'Forewarn', 'Oblivious'];PU;65;50;35;115;95;95;[];['Draining Kiss', 'Perish Song', 'Pound', 'Lick', 'Lovely Kiss', 'Powder Snow', 'Lick', 'Lovely Kiss', 'Powder Snow', 'Double Slap', 'Ice Punch', 'Heart Stamp', 'Mean Look', 'Fake Tears', "Wake'Up Slap", 'Avalanche', 'Body Slam', 'Thrash', 'Wring Out', 'Perish Song', 'Blizzard', 'Sweet Kiss', 'Confusion', 'Sing', 'Lucky Chant', 'Psychic', 'Copycat', 'Captivate', 'Fake Out', 'Ice Punch', 'Lovely Kiss', 'Meditate', 'Miracle Eye', 'Nasty Plot', 'Psych Up', "Wake'Up Slap", 'Wish', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Headbutt', 'Heal Bell', 'Helping Hand', 'Hyper Voice', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Trick', 'Water Pulse', 'Zen Headbutt', 'Uproar', 'Psyshock', 'Focus Punch', 'Water Pulse', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Psych Up', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Taunt', 'Sweet Scent', 'Ice Beam', 'Snore', 'Blizzard', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Light Screen', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Frustration', 'Return', 'Psychic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Dream Eater', 'Reflect', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', 'Skull Bash', 'Rest', 'Psywave', 'Attract', 'Thief', 'Nightmare', 'Round', 'Echoed Voice', 'Skill Swap', 'Focus Blast', 'Energy Ball', 'Fling', 'Endure', 'Drain Punch', 'Payback', 'Recycle', 'Giga Impact', 'Aurora Veil', 'Flash', 'Avalanche', 'Psych Up', 'Frost Breath', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', "Power'Up Punch", 'Confide']
Kabuto;['Rock', 'Water'];['Battle Armor', 'Swift Swim', 'Weak Armor'];LC;30;80;90;55;45;55;['Kabutops'];['Scratch', 'Harden', 'Absorb', 'Slash', 'Leer', 'Hydro Pump', 'Mud Shot', 'Sand Attack', 'Endure', 'Aqua Jet', 'Mega Drain', 'Metal Sound', 'Mega Drain', 'Ancient Power', 'Wring Out', 'Aurora Beam', 'Bubble Beam', 'Confuse Ray', 'Dig', 'Flail', 'Foresight', 'Giga Drain', 'Icy Wind', 'Knock Off', 'Mud Shot', 'Rapid Spin', 'Screech', 'Take Down', 'Ancient Power', 'Body Slam', "Double'Edge", 'Earth Power', 'Endure', 'Giga Drain', 'Ice Beam', 'Icy Wind', 'Iron Defense', 'Knock Off', 'Mimic', "Mud'Slap", 'Rock Slide', 'Rollout', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Swagger', 'Water Pulse', 'Water Pulse', 'Curse', 'Rollout', 'Hone Claws', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Rage', 'Mimic', 'Icy Wind', 'Protect', 'Rain Dance', 'Giga Drain', 'Endure', 'Frustration', 'Smack Down', 'Return', 'Dig', 'Double Team', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Reflect', 'Bide', 'Rest', 'Attract', 'Thief', 'Brine', 'Endure', 'Round', 'Scald', 'Rock Polish', 'Stealth Rock', 'Captivate', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Waterfall', 'Secret Power', 'Rock Smash', 'Confide', 'Surf', 'Waterfall', 'Rock Smash']
Kabutops;['Rock', 'Water'];['Battle Armor', 'Swift Swim', 'Weak Armor'];PU;60;115;105;65;70;80;[];['Night Slash', 'Feint', 'Fury Cutter', 'Scratch', 'Harden', 'Absorb', 'Slash', 'Slash', 'Night Slash', 'Feint', 'Scratch', 'Harden', 'Absorb', 'Leer', 'Absorb', 'Leer', 'Mud Shot', 'Sand Attack', 'Endure', 'Aqua Jet', 'Mega Drain', 'Slash', 'Leer', 'Hydro Pump', 'Metal Sound', 'Ancient Power', 'Wring Out', 'Night Slash', 'Mega Drain', 'Ancient Power', 'Aurora Beam', 'Bubble Beam', 'Confuse Ray', 'Dig', 'Flail', 'Foresight', 'Giga Drain', 'Icy Wind', 'Knock Off', 'Mud Shot', 'Rapid Spin', 'Screech', 'Take Down', 'Ancient Power', 'Aqua Tail', 'Body Slam', 'Dive', "Double'Edge", 'Earth Power', 'Endure', 'Fury Cutter', 'Giga Drain', 'Headbutt', 'Ice Beam', 'Icy Wind', 'Iron Defense', 'Knock Off', 'Low Kick', 'Mega Kick', 'Mimic', "Mud'Slap", 'Rock Slide', 'Rollout', 'Seismic Toss', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Superpower', 'Swagger', 'Swords Dance', 'Water Pulse', 'Water Pulse', 'Headbutt', 'Curse', 'Rollout', 'Razor Wind', 'Swords Dance', 'Mega Kick', 'Hone Claws', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Submission', 'Seismic Toss', 'Rage', 'Mimic', 'Icy Wind', 'Protect', 'Rain Dance', 'Giga Drain', 'Endure', 'Frustration', 'Smack Down', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Brine', 'Endure', 'Fury Cutter', 'Round', 'Scald', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Swords Dance', 'Stealth Rock', 'Captivate', 'Rock Slide', "X'Scissor", 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', 'Nature Power', 'Waterfall', 'Confide', 'Cut', 'Surf', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Rock Climb', 'Dive']
Kadabra;['Psychic'];['Inner Focus', 'Magic Guard', 'Synchronize'];;40;35;30;120;70;105;['Alakazam'];['Teleport', 'Confusion', 'Disable', 'Kinesis', 'Kinesis', 'Teleport', 'Confusion', 'Confusion', 'Disable', 'Psybeam', 'Reflect', 'Recover', 'Future Sight', 'Role Play', 'Miracle Eye', 'Psybeam', 'Ally Switch', 'Psybeam', 'Reflect', 'Psycho Cut', 'Recover', 'Psycho Cut', 'Role Play', 'Telekinesis', 'Recover', 'Psycho Cut', 'Ally Switch', 'Psychic', 'Reflect', 'Role Play', 'Psychic', 'Future Sight', 'Trick', 'Ally Switch', 'Barrier', 'Encore', 'Fire Punch', 'Guard Split', 'Guard Swap', 'Ice Punch', 'Knock Off', 'Light Screen', 'Power Trick', 'Psychic Terrain', 'Psycho Shift', 'Skill Swap', 'Thunder Punch', 'Body Slam', 'Counter', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Gravity', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Magic Coat', 'Magic Room', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Nightmare', 'Psych Up', 'Recycle', 'Role Play', 'Seismic Toss', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Focus Punch', 'Calm Mind', 'Dynamic Punch', 'Headbutt', 'Curse', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Zap Cannon', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Light Screen', 'Protect', 'Rain Dance', 'Endure', 'Telekinesis', 'Safeguard', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Teleport', 'Mimic', 'Double Team', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Thunder Punch', 'Dream Eater', 'Reflect', 'Shock Wave', 'Torment', 'Facade', 'Secret Power', 'Bide', 'Metronome', 'Skull Bash', 'Rest', 'Attract', 'Thief', 'Round', 'Ally Switch', 'Skill Swap', 'Snatch', 'Energy Ball', 'Fling', 'Charge Beam', 'Endure', 'Drain Punch', 'Embargo', 'Recycle', 'Flash', 'Fire Punch', 'Nightmare', 'Thunder Wave', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Psywave', 'Tri Attack', 'Substitute', 'Flash', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']
Kakuna;['Bug', 'Poison'];['Shed Skin'];;45;25;50;25;25;35;['Beedrill'];['Harden', 'Harden', 'Poison Sting', 'String Shot', 'Bug Bite', 'Bug Bite', 'Electroweb', 'Iron Defense', 'String Shot']
Kangaskhan;['Normal'];['Early Bird', 'Inner Focus', 'Scrappy'];PU;105;95;80;40;80;90;[];['Comet Punch', 'Leer', 'Fake Out', 'Tail Whip', 'Bite', 'Mega Punch', 'Double Hit', 'Tail Whip', 'Rage', 'Bite', 'Tail Whip', 'Dizzy Punch', 'Crunch', 'Fake Out', 'Mega Punch', 'Leer', 'Rage', 'Chip Away', 'Endure', 'Outrage', 'Double Hit', 'Dizzy Punch', 'Crunch', 'Endure', 'Outrage', 'Sucker Punch', 'Reversal', 'Circle Throw', 'Counter', 'Crush Claw', 'Disable', "Double'Edge", 'Endeavor', 'Focus Energy', 'Focus Punch', 'Foresight', 'Hammer Arm', 'Safeguard', 'Stomp', 'Substitute', 'Trump Card', 'Uproar', 'Aqua Tail', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Drain Punch', 'Dynamic Punch', 'Endeavor', 'Endure', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Fury Cutter', 'Headbutt', 'Helping Hand', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Outrage', 'Rock Slide', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Uproar', 'Water Pulse', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Roar', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Fissure', 'Mimic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Shock Wave', 'Flamethrower', 'Bide', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Fire Blast', 'Thunder Punch', 'Skull Bash', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Rock Slide', 'Attract', 'Fire Punch', 'Fury Cutter', 'Thief', 'Round', 'Focus Blast', 'Fling', 'Incinerate', 'Endure', 'Drain Punch', 'Shadow Claw', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Avalanche', 'Captivate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']
Kangaskhan-Mega;['Normal'];['Parental Bond'];Uber;105;125;100;60;100;100;[];['Comet Punch', 'Leer', 'Fake Out', 'Tail Whip', 'Bite', 'Mega Punch', 'Double Hit', 'Tail Whip', 'Rage', 'Bite', 'Tail Whip', 'Dizzy Punch', 'Crunch', 'Fake Out', 'Mega Punch', 'Leer', 'Rage', 'Chip Away', 'Endure', 'Outrage', 'Double Hit', 'Dizzy Punch', 'Crunch', 'Endure', 'Outrage', 'Sucker Punch', 'Reversal', 'Circle Throw', 'Counter', 'Crush Claw', 'Disable', "Double'Edge", 'Endeavor', 'Focus Energy', 'Focus Punch', 'Foresight', 'Hammer Arm', 'Safeguard', 'Stomp', 'Substitute', 'Trump Card', 'Uproar', 'Aqua Tail', 'Body Slam', 'Counter', 'Covet', "Double'Edge", 'Drain Punch', 'Dynamic Punch', 'Endeavor', 'Endure', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Fury Cutter', 'Headbutt', 'Helping Hand', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Outrage', 'Rock Slide', 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Substitute', 'Sucker Punch', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Uproar', 'Water Pulse', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Roar', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Zap Cannon', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Safeguard', 'Endure', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Fissure', 'Mimic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Shock Wave', 'Flamethrower', 'Bide', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Fire Blast', 'Thunder Punch', 'Skull Bash', 'Rock Tomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Rock Slide', 'Attract', 'Fire Punch', 'Fury Cutter', 'Thief', 'Round', 'Focus Blast', 'Fling', 'Incinerate', 'Endure', 'Drain Punch', 'Shadow Claw', 'Retaliate', 'Giga Impact', 'Bulldoze', 'Avalanche', 'Captivate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']
Karrablast;['Bug'];['No Guard', 'Shed Skin', 'Swarm'];LC;50;75;45;40;45;60;['Escavalier'];['Peck', 'Leer', 'Endure', 'Fury Cutter', 'Fury Attack', 'Headbutt', 'False Swipe', 'Bug Buzz', 'Slash', 'Take Down', 'Scary Face', "X'Scissor", 'Flail', 'Swords Dance', "Double'Edge", 'Bug Bite', 'Counter', 'Drill Run', 'Feint Attack', 'Horn Attack', 'Knock Off', 'Megahorn', 'Pursuit', 'Screech', 'Bug Bite', 'Drill Run', 'Giga Drain', 'Iron Defense', 'Knock Off', 'Signal Beam', 'Sleep Talk', 'Snore', 'Toxic', 'Hidden Power', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'False Swipe', 'Swords Dance', 'Struggle Bug', "X'Scissor", 'Infestation', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide', 'Cut']
